ROW_ID,TILE_ID,BUILDING_ORIENTATION,RATIO_N,RATIO_E,RATIO_S,RATIO_W,UDI,SUN_HOURS,RADIATION,UDI_level,SUN_level,RAD_level,exposure_score,spatial_label,sun_h_day_estimated,sun_norm,radiation_norm,udi_norm,tile_light_index,cluster_0_score,cluster_1_score,cluster_2_score,cluster_3_score,bridge_cluster_0_probability,bridge_cluster_1_probability,bridge_cluster_2_probability,bridge_cluster_3_probability,plant_cluster_target,plant_cluster_target_label,bridge_top1_probability,bridge_top2_cluster,bridge_top3_cluster,bridge_margin,bridge_source_clusters
23683,TILE_083,180,0.0,0.2,0.5,0.8,2.14,2062.0,399.735,1,5,5,3.2,bright_indirect,5.64931506849315,0.6723879353441093,0.7196228917945802,0.010531645569620253,0.6274580367693723,0.8427784195403998,0.0035295052619838956,0.21779368116027736,0.0010141903067132964,0.9776351459126698,0.003633308904945873,0.015158654401160779,0.0035728907812236405,0,bridge_cluster_0,0.9776351459126698,2,1,0.9624764915115089,"cluster_0, cluster_2"
23684,TILE_084,180,0.0,0.2,0.5,0.8,2.88,2066.0,386.059,2,5,5,3.65,bright_indirect,5.66027397260274,0.6737210464922513,0.6937066515065378,0.0180253164556962,0.6171449957450248,0.8324925136886621,0.003836749552804368,0.2180888882838797,0.0012253371258173565,0.9760414906810927,0.003892818072367628,0.016240058339942236,0.0038256329065973773,0,bridge_cluster_0,0.9760414906810927,2,1,0.9598014323411505,"cluster_0, cluster_2"
23685,TILE_085,180,0.0,0.2,0.5,0.8,4.47,1971.0,366.357,2,5,5,3.65,bright_indirect,5.4,0.6420596567238793,0.6563710441538753,0.03412658227848101,0.5877064736228377,0.7337819222504227,0.0074244997952143,0.3110604714474786,0.0021662104125855803,0.9300409516940399,0.007336381980317171,0.055539007621580434,0.007083658704062508,0,bridge_cluster_0,0.9300409516940399,2,1,0.8745019440724594,"cluster_0, cluster_2"
23686,TILE_086,180,0.0,0.2,0.5,0.8,7.56,1725.0,336.263,2,5,4,3.3,bright_indirect,4.726027397260274,0.5600733211131478,0.5993424294106499,0.06541772151898734,0.5282788598876077,0.4313156010062422,0.033335434672150666,0.5888541235774296,0.00704432466180316,0.2507577004332561,0.017659714473749956,0.7167620761583835,0.014820508934610467,2,bridge_cluster_2,0.7167620761583835,0,1,0.4660043757251274,cluster_3
23687,TILE_087,180,0.0,0.2,0.5,0.8,12.68,1540.0,290.152,3,4,3,3.2,bright_indirect,4.219178082191781,0.4984169305115814,0.5119613416714042,0.11726582278481013,0.4663968047608245,0.2231766680332425,0.09556147616229357,0.766131850306155,0.02110279072744436,0.025632167310216714,0.010947160991400137,0.9567568782034966,0.006663793494886354,2,bridge_cluster_2,0.9567568782034966,0,1,0.93112471089328,cluster_3
23688,TILE_088,180,0.0,0.2,0.5,0.8,21.86,1350.0,221.835,4,4,2,3.3,bright_indirect,3.6986301369863015,0.4350941509748375,0.38249952624597305,0.2102278481012658,0.38893993955949135,0.08787339646836813,0.23781979252345348,0.8686531150374255,0.065580926469062,0.005353428507148086,0.014546928017106267,0.9754855254864131,0.004614117989332643,2,bridge_cluster_2,0.9754855254864131,1,0,0.9609385974693069,cluster_3
23689,TILE_089,180,0.0,0.2,0.5,0.8,41.37,1060.0,158.744,5,3,1,3.2,bright_indirect,2.904109589041096,0.3384435927345442,0.26294106499905245,0.4077974683544303,0.3114028428155616,0.017917622302177527,0.5722454125184713,0.9539157583202453,0.22039949241234025,0.0017921932349559888,0.07216525823341818,0.9191301321173105,0.006912416414315324,2,bridge_cluster_2,0.9191301321173105,1,3,0.8469648738838924,cluster_3
23690,TILE_090,180,0.0,0.2,0.5,0.8,38.135,824.5,162.758,5,2,2,3.3499999999999996,bright_indirect,2.258904109589041,0.2599566738876854,0.270547659655107,0.3750379746835443,0.276230747562611,0.006281105014482848,0.788605819981549,0.9811868128860772,0.4446309535228627,0.0011515275143573294,0.21200024580632396,0.7654475689248863,0.021400657754432447,2,bridge_cluster_2,0.7654475689248863,1,3,0.5534473231185624,cluster_3
23691,TILE_091,180,0.0,0.2,0.5,0.8,14.05,1135.0,244.094,3,3,3,3.0,medium_indirect,3.1095890410958904,0.3634394267622063,0.4246806897858631,0.13113924050632914,0.3677679764972642,0.03560596825667907,0.44778148882041746,0.8938340287910149,0.14094478274324465,0.003086457944256278,0.048175998509972395,0.9425081256030748,0.006229417942696365,2,bridge_cluster_2,0.9425081256030748,1,3,0.8943321270931024,cluster_3
23692,TILE_092,180,0.0,0.2,0.5,0.8,12.88,1453.0,270.521,3,4,3,3.2,bright_indirect,3.9808219178082194,0.4694217630394934,0.4747602804623839,0.11929113924050634,0.4368110334998954,0.15283219673612336,0.1467960949422351,0.8120889716098304,0.03449024959398349,0.011981332206109769,0.011508767202973086,0.9710665027187391,0.005443397872177926,2,bridge_cluster_2,0.9710665027187391,0,1,0.9590851705126293,cluster_3
23693,TILE_093,180,0.0,0.2,0.5,0.8,13.45,1474.0,264.281,3,4,3,3.2,bright_indirect,4.038356164383561,0.4764205965672388,0.46293537995072953,0.1250632911392405,0.4352165185470098,0.1633681960164023,0.13635017781238085,0.8134817049169222,0.03317331744033794,0.012737147568783946,0.010637682052968386,0.9712780569338335,0.005347113444414265,2,bridge_cluster_2,0.9712780569338335,0,1,0.9585409093650495,cluster_3
23694,TILE_094,180,0.0,0.2,0.5,0.8,15.4,1426.0,246.61,4,4,3,3.65,bright_indirect,3.9068493150684933,0.4604232627895351,0.42944855031267765,0.1448101265822785,0.41492332855422365,0.12885841263695455,0.1721832728460298,0.8375621268852701,0.04436992518691673,0.008650523656559076,0.011547307106549297,0.9748769771590443,0.004925192077847365,2,bridge_cluster_2,0.9748769771590443,1,0,0.963329670052495,cluster_3
23695,TILE_095,180,0.0,0.2,0.5,0.8,17.7,1322.0,230.012,4,4,3,3.65,bright_indirect,3.621917808219178,0.4257623729378437,0.3979950729581201,0.16810126582278478,0.38750097723546223,0.07828677766595865,0.2603265193841895,0.8703790826556291,0.07134391402140523,0.004955128972020756,0.016676849066952378,0.9736370179783467,0.0047310039826802645,2,bridge_cluster_2,0.9736370179783467,1,0,0.9569601689113943,cluster_3
23696,TILE_096,180,0.0,0.2,0.5,0.8,21.34,1147.0,209.45,4,3,2,3.1000000000000005,bright_indirect,3.1424657534246574,0.36743876020663224,0.3590297517528898,0.2049620253164557,0.3474070329134305,0.03213156370216998,0.45134942278559437,0.9171427667208423,0.14804361214011985,0.0026001745679433597,0.04253657574188576,0.949232032737053,0.005631216953117853,2,bridge_cluster_2,0.949232032737053,1,3,0.9066954569951673,cluster_3
23697,TILE_097,180,0.0,0.2,0.5,0.8,29.97,1093.0,180.786,4,3,2,3.1000000000000005,bright_indirect,2.9945205479452053,0.34944175970671554,0.3047110100435853,0.2923544303797468,0.3236041894256101,0.022245325611802164,0.5272453870361652,0.9422740962555367,0.1916706249392598,0.0020237405757736306,0.058651587691550905,0.9330629851892939,0.006261686543381616,2,bridge_cluster_2,0.9330629851892939,1,3,0.874411397497743,cluster_3
23698,TILE_098,180,0.0,0.2,0.5,0.8,44.27,899.0,135.289,5,2,1,3.0,medium_indirect,2.463013698630137,0.2847858690218297,0.2184934621944286,0.43716455696202533,0.27019215474351876,0.007014403803623012,0.7554661060676491,0.9847735563701443,0.3804759613758928,0.0011941196688884086,0.17540318710015348,0.8090037768518968,0.014398916379061185,2,bridge_cluster_2,0.8090037768518968,1,3,0.6336005897517434,cluster_3
23699,TILE_099,180,0.0,0.2,0.5,0.8,73.985,605.0,92.415,5,2,1,3.0,medium_indirect,1.6575342465753424,0.18680219963339442,0.13724654159560357,0.7380759493670886,0.21962952848975797,0.0020122093192724627,0.8744536544569372,0.9999738162720431,0.7223411005700044,0.0008105942211493026,0.2721323712713359,0.6283451929573356,0.09871184155017934,2,bridge_cluster_2,0.6283451929573356,1,3,0.3562128216859997,cluster_3
