BUILDING_ORIENTATION,RATIO_N,RATIO_E,RATIO_S,RATIO_W,cell_count,mean_udi,mean_sun,mean_radiation
90,0.5,0.0,0.2,0.8,100,17.91545,1196.66,261.281
90,0.5,0.0,0.2,0.2,100,44.5206,443.65,143.06413
90,0.0,0.2,0.2,0.8,100,22.941100000000002,1257.73,230.86894
90,0.2,0.0,0.2,0.2,100,66.16255,342.915,99.67651
90,0.0,0.8,0.8,0.5,100,4.73965,1856.345,378.90629
90,0.0,0.8,0.8,0.2,100,8.5586,1508.775,324.50147
90,0.0,0.8,0.5,0.8,100,3.3139,2109.035,389.76565000000005
90,0.0,0.8,0.5,0.5,100,7.4835,1703.595,332.84448
90,0.0,0.8,0.5,0.2,100,14.174249999999999,1356.025,277.93497
90,0.0,0.8,0.2,0.8,100,4.6499,2003.005,348.21519
90,0.0,0.8,0.2,0.5,100,10.838099999999999,1597.565,290.96704
90,0.0,0.8,0.2,0.2,100,22.024,1249.995,234.87271
90,0.0,0.5,0.8,0.8,100,4.89915,1829.07,377.23557
90,0.0,0.5,0.8,0.5,100,8.734449999999999,1423.63,319.65101
90,0.0,0.5,0.8,0.2,100,15.15845,1076.06,263.39763999999997
90,0.0,0.5,0.5,0.8,100,7.691649999999999,1676.32,331.16312
90,0.0,0.5,0.5,0.5,100,14.035699999999999,1270.88,272.71999
90,0.0,0.5,0.5,0.2,100,24.631999999999998,923.31,216.13558
90,0.0,0.5,0.2,0.8,100,11.1597,1570.29,289.19651
90,0.0,0.5,0.2,0.5,100,20.8277,1164.85,230.24681
90,0.0,0.5,0.2,0.2,100,37.4227,817.28,172.99522000000002
90,0.0,0.2,0.8,0.8,100,9.155850000000001,1516.51,320.39732
90,0.0,0.2,0.8,0.5,100,15.5875,1111.07,261.36453
90,0.0,0.2,0.8,0.2,100,26.9665,763.5,204.31497
90,0.0,0.2,0.5,0.8,100,14.818400000000002,1363.76,274.03657
90,0.0,0.2,0.5,0.5,100,25.16685,958.32,214.18658
90,0.0,0.2,0.5,0.2,100,41.9579,610.75,156.66642
90,0.0,0.8,0.8,0.8,100,2.2403,2261.785,435.34345
90,0.2,0.0,0.2,0.5,100,44.1683,690.485,158.7806
90,0.2,0.8,0.8,0.0,100,9.906,1358.8,313.86854999999997
90,0.2,0.0,0.2,0.8,100,28.81355,1095.925,219.16681
90,0.2,0.8,0.5,0.0,100,16.77635,1206.05,267.83464
90,0.2,0.8,0.2,0.0,100,27.49755,1100.02,224.52176
90,0.2,0.8,0.0,0.8,100,4.68635,1993.035,347.41859
90,0.2,0.8,0.0,0.5,100,10.734300000000001,1587.595,290.17409
90,0.2,0.8,0.0,0.2,100,21.824749999999998,1240.025,234.00628
90,0.2,0.5,0.8,0.0,100,17.0937,926.085,252.42181
90,0.2,0.5,0.5,0.0,100,28.13445,773.335,205.63476
90,0.2,0.5,0.2,0.0,100,43.1497,667.305,162.24701000000002
90,0.2,0.5,0.0,0.8,100,11.1499,1560.32,288.47634
90,0.2,0.5,0.0,0.5,100,20.581349999999997,1154.88,229.44490000000002
90,0.2,0.5,0.0,0.2,100,37.3617,807.31,172.25141
90,0.2,0.2,0.8,0.0,100,28.3932,613.525,192.80535
90,0.2,0.2,0.5,0.0,100,44.1092,460.775,145.33378000000002
90,0.2,0.2,0.2,0.0,100,65.3273,354.745,101.05225
90,0.2,0.2,0.0,0.8,100,22.8293,1247.76,230.42484000000002
90,0.2,0.2,0.0,0.5,100,37.95315,842.32,170.30002000000002
90,0.2,0.2,0.0,0.2,100,62.1717,494.75,111.67802
90,0.2,0.0,0.8,0.8,100,10.95335,1354.705,308.3658
90,0.2,0.0,0.8,0.5,100,18.164,949.265,248.89559
90,0.2,0.0,0.8,0.2,100,28.581950000000003,601.695,191.30002000000002
90,0.2,0.0,0.5,0.8,100,18.0095,1201.955,262.06539
90,0.2,0.0,0.5,0.5,100,28.87855,796.515,201.92466000000002
90,0.2,0.0,0.5,0.2,100,44.24035,448.945,143.77595
270,0.8,0.8,0.8,0.0,100,3.0305,1593.905,397.5398
