TILE_ID,BUILDING_ORIENTATION,RATIO_N,RATIO_E,RATIO_S,RATIO_W,UDI,SUN_HOURS,RADIATION
TILE_084,0,0.5,0.2,0,0.2,54.6,283,115.198
TILE_085,0,0.5,0.2,0,0.2,52.68,424,115.826
TILE_086,0,0.5,0.2,0,0.2,53.84,442,109.76
TILE_087,0,0.5,0.2,0,0.2,63.75,267,100.967
TILE_088,0,0.5,0.2,0,0.2,79.75,183,80.329
TILE_089,0,0.5,0.2,0,0.2,95.7,144,56.703
TILE_090,0,0.5,0.2,0,0.2,96.45,113.5,48.516
TILE_091,0,0.5,0.2,0,0.2,92.85,105,61.011
TILE_092,0,0.5,0.2,0,0.2,80.52,170,77.776
TILE_093,0,0.5,0.2,0,0.2,74.77,203,87.031
TILE_094,0,0.5,0.2,0,0.2,71.32,121,89.603
TILE_095,0,0.5,0.2,0,0.2,71.56,190,90.518
TILE_096,0,0.5,0.2,0,0.2,76.49,177,85.181
TILE_097,0,0.5,0.2,0,0.2,81.56,122,74.826
TILE_098,0,0.5,0.2,0,0.2,93.75,106,61.606
TILE_099,0,0.5,0.2,0,0.2,97.205,114.5,47.63
TILE_000,0,0.8,0.2,0,0.2,44.385,949.5,158.365
TILE_001,0,0.8,0.2,0,0.2,15.32,1360,266.793
TILE_002,0,0.8,0.2,0,0.2,8.82,1660,296.968
TILE_003,0,0.8,0.2,0,0.2,8.11,1764,306.071
TILE_004,0,0.8,0.2,0,0.2,8.49,1761,310.07
TILE_005,0,0.8,0.2,0,0.2,8.08,1771,310.777
TILE_006,0,0.8,0.2,0,0.2,8.93,1771,304.051
TILE_007,0,0.8,0.2,0,0.2,11.81,1667,293.953
TILE_008,0,0.8,0.2,0,0.2,15.37,1359,265.302
TILE_009,0,0.8,0.2,0,0.2,45.945,903,153.258
TILE_010,0,0.8,0.2,0,0.2,23.48,928,193.621
TILE_011,0,0.8,0.2,0,0.2,12.6,1124,264.807
TILE_012,0,0.8,0.2,0,0.2,4.03,1278,316.941
TILE_013,0,0.8,0.2,0,0.2,2.25,1503,341.052
TILE_014,0,0.8,0.2,0,0.2,2.47,1599,353.797
TILE_015,0,0.8,0.2,0,0.2,2.22,1599,353.285
TILE_016,0,0.8,0.2,0,0.2,3.23,1546,345.998
TILE_017,0,0.8,0.2,0,0.2,4.93,1313,319.03
TILE_018,0,0.8,0.2,0,0.2,12.93,1096,265.62
TILE_019,0,0.8,0.2,0,0.2,26.77,993,188.968
TILE_020,0,0.8,0.2,0,0.2,24.49,844,182.42
TILE_021,0,0.8,0.2,0,0.2,13.7,1009,249.909
TILE_022,0,0.8,0.2,0,0.2,4.82,1085,292.935
TILE_023,0,0.8,0.2,0,0.2,2.49,1197,310.966
TILE_024,0,0.8,0.2,0,0.2,2.44,1027,316.742
TILE_025,0,0.8,0.2,0,0.2,2.38,1003,317.242
TILE_026,0,0.8,0.2,0,0.2,3.45,1218,308.721
TILE_027,0,0.8,0.2,0,0.2,7.51,1081,291.427
TILE_028,0,0.8,0.2,0,0.2,13.81,895,246.071
TILE_029,0,0.8,0.2,0,0.2,27.15,854,178.429
TILE_030,0,0.8,0.2,0,0.2,29.4,558,155.719
TILE_031,0,0.8,0.2,0,0.2,14.03,620,236.881
TILE_032,0,0.8,0.2,0,0.2,5.51,712,271.876
TILE_033,0,0.8,0.2,0,0.2,4.85,879,277.423
TILE_034,0,0.8,0.2,0,0.2,3.42,673,278.823
TILE_035,0,0.8,0.2,0,0.2,3.67,703,279.205
TILE_036,0,0.8,0.2,0,0.2,4.99,906,277.71
TILE_037,0,0.8,0.2,0,0.2,9.26,735,271.887
TILE_038,0,0.8,0.2,0,0.2,14.63,580,234.776
TILE_039,0,0.8,0.2,0,0.2,30.08,599,156.718
TILE_040,0,0.8,0.2,0,0.2,33.29,417,138.262
TILE_041,0,0.8,0.2,0,0.2,15.95,540,225.415
TILE_042,0,0.8,0.2,0,0.2,7.81,709,257.958
TILE_043,0,0.8,0.2,0,0.2,6.85,919,253.717
TILE_044,0,0.8,0.2,0,0.2,6.3,716,248.402
TILE_045,0,0.8,0.2,0,0.2,6,799,250.774
TILE_046,0,0.8,0.2,0,0.2,6.88,958,255.24
TILE_047,0,0.8,0.2,0,0.2,10.66,735,258.039
TILE_048,0,0.8,0.2,0,0.2,16.16,508,222.3
TILE_049,0,0.8,0.2,0,0.2,34.68,484,137.257
TILE_050,0,0.8,0.2,0,0.2,41.81,407,119.506
TILE_051,0,0.8,0.2,0,0.2,19.07,494,202.929
TILE_052,0,0.8,0.2,0,0.2,11.32,643,234.709
TILE_053,0,0.8,0.2,0,0.2,9.48,930,231.336
TILE_054,0,0.8,0.2,0,0.2,9.81,683,224.101
TILE_055,0,0.8,0.2,0,0.2,9.37,836,227.226
TILE_056,0,0.8,0.2,0,0.2,9.84,947,230.013
TILE_057,0,0.8,0.2,0,0.2,13.89,699,235.048
TILE_058,0,0.8,0.2,0,0.2,18.82,494,204.453
TILE_059,0,0.8,0.2,0,0.2,42.9,413,117.892
TILE_060,0,0.8,0.2,0,0.2,55.73,367,102.71
TILE_061,0,0.8,0.2,0,0.2,25.37,400,171.593
TILE_062,0,0.8,0.2,0,0.2,17.26,569,198.964
TILE_063,0,0.8,0.2,0,0.2,12.71,847,196.847
TILE_064,0,0.8,0.2,0,0.2,14.27,530,195.774
TILE_065,0,0.8,0.2,0,0.2,13.97,760,195.609
TILE_066,0,0.8,0.2,0,0.2,14.27,848,197.474
TILE_067,0,0.8,0.2,0,0.2,18.96,590,195.07
TILE_068,0,0.8,0.2,0,0.2,25.07,400,168.973
TILE_069,0,0.8,0.2,0,0.2,58.47,362,101.114
TILE_070,0,0.8,0.2,0,0.2,72.22,328,84.894
TILE_071,0,0.8,0.2,0,0.2,37.51,323,135.494
TILE_072,0,0.8,0.2,0,0.2,27.64,460,160.351
TILE_073,0,0.8,0.2,0,0.2,23.07,654,164.403
TILE_074,0,0.8,0.2,0,0.2,21.92,395,162.453
TILE_075,0,0.8,0.2,0,0.2,23.21,614,162.268
TILE_076,0,0.8,0.2,0,0.2,25.07,654,162.257
TILE_077,0,0.8,0.2,0,0.2,27.42,439,154.802
TILE_078,0,0.8,0.2,0,0.2,39.45,321,133.617
TILE_079,0,0.8,0.2,0,0.2,73.32,321,84.501
TILE_080,0,0.8,0.2,0,0.2,82.9,221,70.444
TILE_081,0,0.8,0.2,0,0.2,64.33,204,96.548
TILE_082,0,0.8,0.2,0,0.2,41.73,311,119.814
TILE_083,0,0.8,0.2,0,0.2,37.15,449,129.599
TILE_084,0,0.8,0.2,0,0.2,34.22,283,131.597
TILE_085,0,0.8,0.2,0,0.2,35.64,424,131.667
TILE_086,0,0.8,0.2,0,0.2,37.15,442,128.495
TILE_087,0,0.8,0.2,0,0.2,42.3,267,117.12
TILE_088,0,0.8,0.2,0,0.2,63.62,183,95.156
TILE_089,0,0.8,0.2,0,0.2,86.77,144,70.232
TILE_090,0,0.8,0.2,0,0.2,90.7,113.5,63.583
TILE_091,0,0.8,0.2,0,0.2,76.77,105,78.468
TILE_092,0,0.8,0.2,0,0.2,66.14,170,92.825
TILE_093,0,0.8,0.2,0,0.2,53.81,203,101.583
TILE_094,0,0.8,0.2,0,0.2,49.92,121,106.787
TILE_095,0,0.8,0.2,0,0.2,49.59,190,105.485
TILE_096,0,0.8,0.2,0,0.2,54.99,177,99.497
TILE_097,0,0.8,0.2,0,0.2,66.49,122,91.907
TILE_098,0,0.8,0.2,0,0.2,79.04,106,76.95
TILE_099,0,0.8,0.2,0,0.2,90.835,114.5,61.305
TILE_000,0,0.2,0.5,0,0.2,91.755,352.5,52.412
TILE_001,0,0.2,0.5,0,0.2,89.51,382,68.176
TILE_002,0,0.2,0.5,0,0.2,75.73,497,92.381
TILE_003,0,0.2,0.5,0,0.2,60.25,507,111.268
TILE_004,0,0.2,0.5,0,0.2,50.49,608,124.693
TILE_005,0,0.2,0.5,0,0.2,45.4,688,133.087
TILE_006,0,0.2,0.5,0,0.2,44.22,686,135.167
TILE_007,0,0.2,0.5,0,0.2,52.68,582,125.303
TILE_008,0,0.2,0.5,0,0.2,77.21,355,92.792
TILE_009,0,0.2,0.5,0,0.2,96.425,235.5,40.616
TILE_010,0,0.2,0.5,0,0.2,78.79,595,81.628
TILE_011,0,0.2,0.5,0,0.2,56.33,770,117.946
TILE_012,0,0.2,0.5,0,0.2,34.44,969,162.396
TILE_013,0,0.2,0.5,0,0.2,25.7,1050,198.941
TILE_014,0,0.2,0.5,0,0.2,20.05,1121,220.926
TILE_015,0,0.2,0.5,0,0.2,18.19,1218,234.057
TILE_016,0,0.2,0.5,0,0.2,17.51,1235,230.834
TILE_017,0,0.2,0.5,0,0.2,20.88,1162,218.571
TILE_018,0,0.2,0.5,0,0.2,30.14,896,183.436
TILE_019,0,0.2,0.5,0,0.2,82.16,635,90.524
TILE_020,0,0.2,0.5,0,0.2,66.9,738,101.226
TILE_021,0,0.2,0.5,0,0.2,35.48,794,153.687
TILE_022,0,0.2,0.5,0,0.2,22.16,869,193.058
TILE_023,0,0.2,0.5,0,0.2,16.9,853,211.747
TILE_024,0,0.2,0.5,0,0.2,14.08,893,230.884
TILE_025,0,0.2,0.5,0,0.2,13.67,1001,244.647
TILE_026,0,0.2,0.5,0,0.2,10.88,1128,256.958
TILE_027,0,0.2,0.5,0,0.2,11.18,1155,272.152
TILE_028,0,0.2,0.5,0,0.2,16.36,1104,261.24
TILE_029,0,0.2,0.5,0,0.2,44.74,775,129.853
TILE_030,0,0.2,0.5,0,0.2,62.19,624,105.946
TILE_031,0,0.2,0.5,0,0.2,25.45,749,176.915
TILE_032,0,0.2,0.5,0,0.2,16.49,898,208.718
TILE_033,0,0.2,0.5,0,0.2,13.12,1000,222.55
TILE_034,0,0.2,0.5,0,0.2,10.03,1039,231.087
TILE_035,0,0.2,0.5,0,0.2,9.45,1270,247.727
TILE_036,0,0.2,0.5,0,0.2,6.93,1414,269.255
TILE_037,0,0.2,0.5,0,0.2,6.08,1287,294.463
TILE_038,0,0.2,0.5,0,0.2,13.51,969,283.697
TILE_039,0,0.2,0.5,0,0.2,42.79,606,133.278
TILE_040,0,0.2,0.5,0,0.2,58.9,661,103.346
TILE_041,0,0.2,0.5,0,0.2,21.81,891,191.149
TILE_042,0,0.2,0.5,0,0.2,14.88,1074,226.907
TILE_043,0,0.2,0.5,0,0.2,11.75,1292,231.188
TILE_044,0,0.2,0.5,0,0.2,9.29,1253,236.774
TILE_045,0,0.2,0.5,0,0.2,7.84,1482,252.374
TILE_046,0,0.2,0.5,0,0.2,7.4,1408,273.689
TILE_047,0,0.2,0.5,0,0.2,6.85,1289,299.422
TILE_048,0,0.2,0.5,0,0.2,13.37,953,286.733
TILE_049,0,0.2,0.5,0,0.2,45.04,563,131.875
TILE_050,0,0.2,0.5,0,0.2,63.75,690,99.791
TILE_051,0,0.2,0.5,0,0.2,23.78,875,185.213
TILE_052,0,0.2,0.5,0,0.2,16.99,1003,218.375
TILE_053,0,0.2,0.5,0,0.2,11.81,1219,223.339
TILE_054,0,0.2,0.5,0,0.2,9.42,1180,226.534
TILE_055,0,0.2,0.5,0,0.2,8.36,1479,239.813
TILE_056,0,0.2,0.5,0,0.2,8.47,1436,264.491
TILE_057,0,0.2,0.5,0,0.2,7.51,1272,290.377
TILE_058,0,0.2,0.5,0,0.2,13.37,953,279.6
TILE_059,0,0.2,0.5,0,0.2,45.23,564,126.824
TILE_060,0,0.2,0.5,0,0.2,72.74,631,89.436
TILE_061,0,0.2,0.5,0,0.2,30.25,741,161.286
TILE_062,0,0.2,0.5,0,0.2,20.96,764,192.827
TILE_063,0,0.2,0.5,0,0.2,18.9,964,200.278
TILE_064,0,0.2,0.5,0,0.2,14.22,893,204.384
TILE_065,0,0.2,0.5,0,0.2,12.05,1280,219.407
TILE_066,0,0.2,0.5,0,0.2,10.47,1387,243.713
TILE_067,0,0.2,0.5,0,0.2,10.44,1218,272.964
TILE_068,0,0.2,0.5,0,0.2,15.95,965,267.142
TILE_069,0,0.2,0.5,0,0.2,53.89,556,123.148
TILE_070,0,0.2,0.5,0,0.2,79.07,504,79.253
TILE_071,0,0.2,0.5,0,0.2,49.12,601,125.286
TILE_072,0,0.2,0.5,0,0.2,31.75,587,154.53
TILE_073,0,0.2,0.5,0,0.2,26.82,753,165.422
TILE_074,0,0.2,0.5,0,0.2,24.25,702,174.777
TILE_075,0,0.2,0.5,0,0.2,17.92,1015,188.749
TILE_076,0,0.2,0.5,0,0.2,16.82,1041,207.885
TILE_077,0,0.2,0.5,0,0.2,14.77,920,232.795
TILE_078,0,0.2,0.5,0,0.2,22.11,802,233.66
TILE_079,0,0.2,0.5,0,0.2,62.66,517,113.466
TILE_080,0,0.2,0.5,0,0.2,84.99,371,69.848
TILE_081,0,0.2,0.5,0,0.2,77.67,443,92.463
TILE_082,0,0.2,0.5,0,0.2,56.14,430,116.844
TILE_083,0,0.2,0.5,0,0.2,43.01,550,134.059
TILE_084,0,0.2,0.5,0,0.2,34.93,538,142.613
TILE_085,0,0.2,0.5,0,0.2,28.6,767,154.07
TILE_086,0,0.2,0.5,0,0.2,25.89,785,168.908
TILE_087,0,0.2,0.5,0,0.2,27.4,658,177.038
TILE_088,0,0.2,0.5,0,0.2,36.85,486,162.443
TILE_089,0,0.2,0.5,0,0.2,89.26,320,81.773
TILE_090,0,0.2,0.5,0,0.2,91.93,238,57.975
TILE_091,0,0.2,0.5,0,0.2,86.44,315,72.074
TILE_092,0,0.2,0.5,0,0.2,76.22,292,88.831
TILE_093,0,0.2,0.5,0,0.2,65.95,320,102.787
TILE_094,0,0.2,0.5,0,0.2,57.23,359,118.085
TILE_095,0,0.2,0.5,0,0.2,47.84,504,126.379
TILE_096,0,0.2,0.5,0,0.2,46.66,503,125.804
TILE_097,0,0.2,0.5,0,0.2,52.79,397,123.587
TILE_098,0,0.2,0.5,0,0.2,74.27,197,96.979
TILE_099,0,0.2,0.5,0,0.2,95.81,170,46.471
TILE_000,0,0.5,0.5,0,0.2,83.37,506.5,74.294
TILE_001,0,0.5,0.5,0,0.2,54.47,709,117.684
TILE_002,0,0.5,0.5,0,0.2,34.41,995,164.954
TILE_003,0,0.5,0.5,0,0.2,27.12,1059,185.964
TILE_004,0,0.5,0.5,0,0.2,24.38,1168,197.512
TILE_005,0,0.5,0.5,0,0.2,22.6,1249,207.616
TILE_006,0,0.5,0.5,0,0.2,22.68,1232,207.763
TILE_007,0,0.5,0.5,0,0.2,27.64,1081,195.869
TILE_008,0,0.5,0.5,0,0.2,43.51,700,137.587
TILE_009,0,0.5,0.5,0,0.2,92.86,389,60.439
TILE_010,0,0.5,0.5,0,0.2,49.92,913,139.121
TILE_011,0,0.5,0.5,0,0.2,24.44,1082,202.75
TILE_012,0,0.5,0.5,0,0.2,13.73,1291,263.052
TILE_013,0,0.5,0.5,0,0.2,8.36,1378,304.905
TILE_014,0,0.5,0.5,0,0.2,4.55,1542,329.595
TILE_015,0,0.5,0.5,0,0.2,3.81,1631,342.34
TILE_016,0,0.5,0.5,0,0.2,3.29,1546,338.646
TILE_017,0,0.5,0.5,0,0.2,6.74,1451,317.54
TILE_018,0,0.5,0.5,0,0.2,13.26,1211,262.731
TILE_019,0,0.5,0.5,0,0.2,39.64,929,148.036
TILE_020,0,0.5,0.5,0,0.2,38.6,879,155.384
TILE_021,0,0.5,0.5,0,0.2,16.27,996,220.811
TILE_022,0,0.5,0.5,0,0.2,11.23,1144,270.931
TILE_023,0,0.5,0.5,0,0.2,4.9,1098,297.681
TILE_024,0,0.5,0.5,0,0.2,2.74,1147,316.175
TILE_025,0,0.5,0.5,0,0.2,2.36,1272,326.982
TILE_026,0,0.5,0.5,0,0.2,2.33,1368,338.317
TILE_027,0,0.5,0.5,0,0.2,2.47,1409,342.387
TILE_028,0,0.5,0.5,0,0.2,7.75,1288,324.142
TILE_029,0,0.5,0.5,0,0.2,28.47,918,182.587
TILE_030,0,0.5,0.5,0,0.2,34.33,736,148.25
TILE_031,0,0.5,0.5,0,0.2,15.1,816,228.238
TILE_032,0,0.5,0.5,0,0.2,8.96,927,266.035
TILE_033,0,0.5,0.5,0,0.2,4.63,1000,280.092
TILE_034,0,0.5,0.5,0,0.2,3.7,1039,292.375
TILE_035,0,0.5,0.5,0,0.2,2.82,1270,305.41
TILE_036,0,0.5,0.5,0,0.2,2.44,1414,324.909
TILE_037,0,0.5,0.5,0,0.2,2.44,1287,346.949
TILE_038,0,0.5,0.5,0,0.2,4.71,1016,331.434
TILE_039,0,0.5,0.5,0,0.2,27.53,697,176.615
TILE_040,0,0.5,0.5,0,0.2,35.86,661,138.255
TILE_041,0,0.5,0.5,0,0.2,14.77,891,230.11
TILE_042,0,0.5,0.5,0,0.2,8.74,1074,264.6
TILE_043,0,0.5,0.5,0,0.2,5.32,1292,272.338
TILE_044,0,0.5,0.5,0,0.2,4.82,1253,281.119
TILE_045,0,0.5,0.5,0,0.2,4.3,1482,292.867
TILE_046,0,0.5,0.5,0,0.2,3.56,1408,316.468
TILE_047,0,0.5,0.5,0,0.2,3.51,1289,337.029
TILE_048,0,0.5,0.5,0,0.2,5.84,953,323.246
TILE_049,0,0.5,0.5,0,0.2,30.71,563,162.412
TILE_050,0,0.5,0.5,0,0.2,39.1,690,128.404
TILE_051,0,0.5,0.5,0,0.2,16.93,875,215.557
TILE_052,0,0.5,0.5,0,0.2,9.97,1003,253.95
TILE_053,0,0.5,0.5,0,0.2,6.82,1219,257.067
TILE_054,0,0.5,0.5,0,0.2,6.88,1180,261.182
TILE_055,0,0.5,0.5,0,0.2,6.08,1479,275.977
TILE_056,0,0.5,0.5,0,0.2,5.18,1436,299.175
TILE_057,0,0.5,0.5,0,0.2,5.59,1272,320.106
TILE_058,0,0.5,0.5,0,0.2,7.75,953,309.01
TILE_059,0,0.5,0.5,0,0.2,34.49,564,154.681
TILE_060,0,0.5,0.5,0,0.2,50.47,631,114.266
TILE_061,0,0.5,0.5,0,0.2,21.48,741,184.057
TILE_062,0,0.5,0.5,0,0.2,15.81,764,217.589
TILE_063,0,0.5,0.5,0,0.2,10.27,964,225.655
TILE_064,0,0.5,0.5,0,0.2,8.49,893,233.414
TILE_065,0,0.5,0.5,0,0.2,7.64,1280,247.815
TILE_066,0,0.5,0.5,0,0.2,7.84,1387,269.889
TILE_067,0,0.5,0.5,0,0.2,7.21,1218,298.222
TILE_068,0,0.5,0.5,0,0.2,10.68,965,289.698
TILE_069,0,0.5,0.5,0,0.2,38.71,556,143.359
TILE_070,0,0.5,0.5,0,0.2,67.1,504,98.09
TILE_071,0,0.5,0.5,0,0.2,31.04,601,146.641
TILE_072,0,0.5,0.5,0,0.2,22.96,587,174.303
TILE_073,0,0.5,0.5,0,0.2,17.15,753,189.424
TILE_074,0,0.5,0.5,0,0.2,13.48,702,198.037
TILE_075,0,0.5,0.5,0,0.2,12.16,1015,212.251
TILE_076,0,0.5,0.5,0,0.2,10.63,1041,231.684
TILE_077,0,0.5,0.5,0,0.2,11.15,920,254.066
TILE_078,0,0.5,0.5,0,0.2,15.34,802,254.685
TILE_079,0,0.5,0.5,0,0.2,44.9,517,131.55
TILE_080,0,0.5,0.5,0,0.2,76.6,371,83.596
TILE_081,0,0.5,0.5,0,0.2,55.59,443,110.418
TILE_082,0,0.5,0.5,0,0.2,33.1,430,137.653
TILE_083,0,0.5,0.5,0,0.2,27.75,550,152.618
TILE_084,0,0.5,0.5,0,0.2,23.23,538,164.393
TILE_085,0,0.5,0.5,0,0.2,20.63,767,173.382
TILE_086,0,0.5,0.5,0,0.2,18.44,785,185.835
TILE_087,0,0.5,0.5,0,0.2,19.29,658,193.804
TILE_088,0,0.5,0.5,0,0.2,28.08,486,181.236
TILE_089,0,0.5,0.5,0,0.2,70.85,320,98.112
TILE_090,0,0.5,0.5,0,0.2,85.59,238,73.103
TILE_091,0,0.5,0.5,0,0.2,71.95,315,90.171
TILE_092,0,0.5,0.5,0,0.2,55.04,292,106.841
TILE_093,0,0.5,0.5,0,0.2,41.29,320,122.175
TILE_094,0,0.5,0.5,0,0.2,35.56,359,134.884
TILE_095,0,0.5,0.5,0,0.2,31.21,504,142.722
TILE_096,0,0.5,0.5,0,0.2,30.9,503,146.743
TILE_097,0,0.5,0.5,0,0.2,36.33,397,140.92
TILE_098,0,0.5,0.5,0,0.2,52.58,197,113.957
TILE_099,0,0.5,0.5,0,0.2,92.73,170,61.26
TILE_000,0,0.8,0.5,0,0.2,32.84,1134,183.424
TILE_001,0,0.8,0.5,0,0.2,12.74,1526,294.432
TILE_002,0,0.8,0.5,0,0.2,6.05,1856,327.565
TILE_003,0,0.8,0.5,0,0.2,4.9,1899,345.168
TILE_004,0,0.8,0.5,0,0.2,3.92,2001,352.864
TILE_005,0,0.8,0.5,0,0.2,3.32,2086,359.446
TILE_006,0,0.8,0.5,0,0.2,2.66,2076,362.272
TILE_007,0,0.8,0.5,0,0.2,3.42,1952,355.266
TILE_008,0,0.8,0.5,0,0.2,11.15,1517,310.412
TILE_009,0,0.8,0.5,0,0.2,38.12,968.5,165.327
TILE_010,0,0.8,0.5,0,0.2,18.68,1135,225.075
TILE_011,0,0.8,0.5,0,0.2,8.68,1309,295.058
TILE_012,0,0.8,0.5,0,0.2,3.21,1495,352.779
TILE_013,0,0.8,0.5,0,0.2,2.03,1652,382.534
TILE_014,0,0.8,0.5,0,0.2,1.84,1868,399.373
TILE_015,0,0.8,0.5,0,0.2,1.78,1969,411.672
TILE_016,0,0.8,0.5,0,0.2,1.75,1862,415.749
TILE_017,0,0.8,0.5,0,0.2,1.84,1705,403.517
TILE_018,0,0.8,0.5,0,0.2,4.08,1473,353.4
TILE_019,0,0.8,0.5,0,0.2,17.62,1198,224.113
TILE_020,0,0.8,0.5,0,0.2,18.55,1074,210.237
TILE_021,0,0.8,0.5,0,0.2,10.44,1216,279.409
TILE_022,0,0.8,0.5,0,0.2,3.18,1315,331.056
TILE_023,0,0.8,0.5,0,0.2,2.11,1362,352.358
TILE_024,0,0.8,0.5,0,0.2,2,1334,370.202
TILE_025,0,0.8,0.5,0,0.2,1.92,1453,383.464
TILE_026,0,0.8,0.5,0,0.2,1.86,1616,392.357
TILE_027,0,0.8,0.5,0,0.2,1.81,1596,405.062
TILE_028,0,0.8,0.5,0,0.2,2.27,1451,379.457
TILE_029,0,0.8,0.5,0,0.2,15.18,1111,239.967
TILE_030,0,0.8,0.5,0,0.2,19.67,856,189.837
TILE_031,0,0.8,0.5,0,0.2,11.21,917,271.845
TILE_032,0,0.8,0.5,0,0.2,3.81,988,310.356
TILE_033,0,0.8,0.5,0,0.2,2.3,1052,326.984
TILE_034,0,0.8,0.5,0,0.2,2.22,1039,336.293
TILE_035,0,0.8,0.5,0,0.2,2.11,1286,348.252
TILE_036,0,0.8,0.5,0,0.2,2.03,1462,372.022
TILE_037,0,0.8,0.5,0,0.2,1.97,1379,389.374
TILE_038,0,0.8,0.5,0,0.2,2.19,1142,371.445
TILE_039,0,0.8,0.5,0,0.2,16.41,820,219.809
TILE_040,0,0.8,0.5,0,0.2,22.79,691,169.388
TILE_041,0,0.8,0.5,0,0.2,12.38,891,261.142
TILE_042,0,0.8,0.5,0,0.2,4.93,1074,294.962
TILE_043,0,0.8,0.5,0,0.2,2.88,1292,301.747
TILE_044,0,0.8,0.5,0,0.2,2.66,1253,310.92
TILE_045,0,0.8,0.5,0,0.2,2.33,1482,325.481
TILE_046,0,0.8,0.5,0,0.2,2.19,1408,346.55
TILE_047,0,0.8,0.5,0,0.2,2.08,1289,366.739
TILE_048,0,0.8,0.5,0,0.2,3.01,953,350.605
TILE_049,0,0.8,0.5,0,0.2,19.81,603,197.109
TILE_050,0,0.8,0.5,0,0.2,28.66,690,151.617
TILE_051,0,0.8,0.5,0,0.2,14,875,241.168
TILE_052,0,0.8,0.5,0,0.2,6.27,1003,277.55
TILE_053,0,0.8,0.5,0,0.2,5.12,1219,283.796
TILE_054,0,0.8,0.5,0,0.2,4.55,1180,285.462
TILE_055,0,0.8,0.5,0,0.2,3.86,1479,301.803
TILE_056,0,0.8,0.5,0,0.2,2.71,1436,323.706
TILE_057,0,0.8,0.5,0,0.2,3.37,1272,348.389
TILE_058,0,0.8,0.5,0,0.2,4.55,953,333.741
TILE_059,0,0.8,0.5,0,0.2,23.37,564,181.128
TILE_060,0,0.8,0.5,0,0.2,36.79,631,132.02
TILE_061,0,0.8,0.5,0,0.2,17.7,741,202.871
TILE_062,0,0.8,0.5,0,0.2,10.11,764,239.823
TILE_063,0,0.8,0.5,0,0.2,7.56,964,247.291
TILE_064,0,0.8,0.5,0,0.2,6.88,893,254.786
TILE_065,0,0.8,0.5,0,0.2,6.08,1280,269.118
TILE_066,0,0.8,0.5,0,0.2,5.4,1387,294.217
TILE_067,0,0.8,0.5,0,0.2,5.12,1218,318.971
TILE_068,0,0.8,0.5,0,0.2,7.53,965,311.706
TILE_069,0,0.8,0.5,0,0.2,27.56,556,163.841
TILE_070,0,0.8,0.5,0,0.2,46.85,504,114.928
TILE_071,0,0.8,0.5,0,0.2,23.84,601,163.422
TILE_072,0,0.8,0.5,0,0.2,17.81,587,193.228
TILE_073,0,0.8,0.5,0,0.2,11.53,753,205.967
TILE_074,0,0.8,0.5,0,0.2,10.38,702,217.216
TILE_075,0,0.8,0.5,0,0.2,9.53,1015,230.142
TILE_076,0,0.8,0.5,0,0.2,8.49,1041,248.575
TILE_077,0,0.8,0.5,0,0.2,8.9,920,272.188
TILE_078,0,0.8,0.5,0,0.2,10.82,802,271.763
TILE_079,0,0.8,0.5,0,0.2,37.04,517,148.489
TILE_080,0,0.8,0.5,0,0.2,64.77,371,98.884
TILE_081,0,0.8,0.5,0,0.2,38.71,443,127.066
TILE_082,0,0.8,0.5,0,0.2,25.29,430,152.664
TILE_083,0,0.8,0.5,0,0.2,21.01,550,169.881
TILE_084,0,0.8,0.5,0,0.2,16.22,538,181.953
TILE_085,0,0.8,0.5,0,0.2,14.88,767,193.106
TILE_086,0,0.8,0.5,0,0.2,13.34,785,204.39
TILE_087,0,0.8,0.5,0,0.2,13.89,658,213.771
TILE_088,0,0.8,0.5,0,0.2,22.36,486,196.964
TILE_089,0,0.8,0.5,0,0.2,50.3,320,112.726
TILE_090,0,0.8,0.5,0,0.2,77.125,238,87.022
TILE_091,0,0.8,0.5,0,0.2,56.19,315,104.223
TILE_092,0,0.8,0.5,0,0.2,37.42,292,122.558
TILE_093,0,0.8,0.5,0,0.2,30.77,320,139.121
TILE_094,0,0.8,0.5,0,0.2,26.22,359,152.184
TILE_095,0,0.8,0.5,0,0.2,23.34,504,157.753
TILE_096,0,0.8,0.5,0,0.2,24,503,160.594
TILE_097,0,0.8,0.5,0,0.2,26.96,397,156.459
TILE_098,0,0.8,0.5,0,0.2,36.74,197,129.007
TILE_099,0,0.8,0.5,0,0.2,82.385,170,75.297
TILE_000,0,0.2,0.8,0,0.2,83.495,527,74.537
TILE_001,0,0.2,0.8,0,0.2,74.79,590,93.825
TILE_002,0,0.2,0.8,0,0.2,54.41,645,120.053
TILE_003,0,0.2,0.8,0,0.2,39.21,763,142.124
TILE_004,0,0.2,0.8,0,0.2,31.26,858,163.042
TILE_005,0,0.2,0.8,0,0.2,26.88,931,178.754
TILE_006,0,0.2,0.8,0,0.2,22.19,1044,193.421
TILE_007,0,0.2,0.8,0,0.2,21.01,1035,206.293
TILE_008,0,0.2,0.8,0,0.2,22.41,966,208.087
TILE_009,0,0.2,0.8,0,0.2,49.095,666.5,145.042
TILE_010,0,0.2,0.8,0,0.2,66.11,798,107.022
TILE_011,0,0.2,0.8,0,0.2,41.34,1002,143.993
TILE_012,0,0.2,0.8,0,0.2,25.51,1146,193.513
TILE_013,0,0.2,0.8,0,0.2,18.93,1346,229.922
