TILE_ID,BUILDING_ORIENTATION,RATIO_N,RATIO_E,RATIO_S,RATIO_W,UDI,SUN_HOURS,RADIATION
TILE_063,90,0.5,0.8,0,0.5,2.38,1983,348.633
TILE_064,90,0.5,0.8,0,0.5,2.52,2093,341.988
TILE_065,90,0.5,0.8,0,0.5,2.49,1880,347.8
TILE_066,90,0.5,0.8,0,0.5,2.25,1956,369.635
TILE_067,90,0.5,0.8,0,0.5,2.05,2112,396.709
TILE_068,90,0.5,0.8,0,0.5,1.89,2057,418.787
TILE_069,90,0.5,0.8,0,0.5,4.6,1552,341.168
TILE_070,90,0.5,0.8,0,0.5,22.93,1131,179.761
TILE_071,90,0.5,0.8,0,0.5,6.05,1438,305.716
TILE_072,90,0.5,0.8,0,0.5,3.48,1497,313.517
TILE_073,90,0.5,0.8,0,0.5,3.53,1494,304.93
TILE_074,90,0.5,0.8,0,0.5,3.53,1686,300.823
TILE_075,90,0.5,0.8,0,0.5,3.37,1548,313.236
TILE_076,90,0.5,0.8,0,0.5,2.9,1721,336.689
TILE_077,90,0.5,0.8,0,0.5,2.3,1944,366.123
TILE_078,90,0.5,0.8,0,0.5,2.11,1969,400.228
TILE_079,90,0.5,0.8,0,0.5,6.19,1472,331.197
TILE_080,90,0.5,0.8,0,0.5,33.75,892,143.103
TILE_081,90,0.5,0.8,0,0.5,11.67,1042,233.502
TILE_082,90,0.5,0.8,0,0.5,8.41,1151,252.066
TILE_083,90,0.5,0.8,0,0.5,7.4,1174,255.979
TILE_084,90,0.5,0.8,0,0.5,6.41,1384,260.527
TILE_085,90,0.5,0.8,0,0.5,5.84,1220,269.84
TILE_086,90,0.5,0.8,0,0.5,5.4,1274,288.684
TILE_087,90,0.5,0.8,0,0.5,4.71,1510,316.194
TILE_088,90,0.5,0.8,0,0.5,3.81,1707,351.977
TILE_089,90,0.5,0.8,0,0.5,8.03,1358,316.122
TILE_090,90,0.5,0.8,0,0.5,58.785,613.5,105.774
TILE_091,90,0.5,0.8,0,0.5,24.25,659,159.703
TILE_092,90,0.5,0.8,0,0.5,14.08,832,194.658
TILE_093,90,0.5,0.8,0,0.5,10.9,872,212.827
TILE_094,90,0.5,0.8,0,0.5,10.03,1093,219.946
TILE_095,90,0.5,0.8,0,0.5,9.67,957,230.502
TILE_096,90,0.5,0.8,0,0.5,9.12,945,239.008
TILE_097,90,0.5,0.8,0,0.5,9.4,1069,250.128
TILE_098,90,0.5,0.8,0,0.5,9.97,1031,252.186
TILE_099,90,0.5,0.8,0,0.5,23.14,769,190.488
TILE_000,90,0.8,0.8,0,0.5,22.565,1380,221.063
TILE_001,90,0.8,0.8,0,0.5,3.86,1898,365.392
TILE_002,90,0.8,0.8,0,0.5,2.05,2284,412.679
TILE_003,90,0.8,0.8,0,0.5,1.95,2463,430.449
TILE_004,90,0.8,0.8,0,0.5,1.89,2545,443.999
TILE_005,90,0.8,0.8,0,0.5,1.84,2558,449.19
TILE_006,90,0.8,0.8,0,0.5,1.73,2597,462.731
TILE_007,90,0.8,0.8,0,0.5,1.67,2616,463.064
TILE_008,90,0.8,0.8,0,0.5,1.86,2317,444.451
TILE_009,90,0.8,0.8,0,0.5,12.655,1575.5,282.467
TILE_010,90,0.8,0.8,0,0.5,14.03,1527,279.862
TILE_011,90,0.8,0.8,0,0.5,1.81,1908,409.22
TILE_012,90,0.8,0.8,0,0.5,1.37,2072,460.544
TILE_013,90,0.8,0.8,0,0.5,1.37,2286,479.513
TILE_014,90,0.8,0.8,0,0.5,1.23,2513,492.509
TILE_015,90,0.8,0.8,0,0.5,1.26,2510,499.591
TILE_016,90,0.8,0.8,0,0.5,1.23,2471,510.237
TILE_017,90,0.8,0.8,0,0.5,1.18,2506,517.223
TILE_018,90,0.8,0.8,0,0.5,1.23,2645,519.234
TILE_019,90,0.8,0.8,0,0.5,1.92,2149,437.133
TILE_020,90,0.8,0.8,0,0.5,11.97,1617,295.612
TILE_021,90,0.8,0.8,0,0.5,1.7,2081,434.691
TILE_022,90,0.8,0.8,0,0.5,1.42,2056,462.003
TILE_023,90,0.8,0.8,0,0.5,1.37,2127,466.781
TILE_024,90,0.8,0.8,0,0.5,1.37,2135,468.806
TILE_025,90,0.8,0.8,0,0.5,1.32,2156,480.093
TILE_026,90,0.8,0.8,0,0.5,1.23,2355,491.584
TILE_027,90,0.8,0.8,0,0.5,1.23,2518,510.555
TILE_028,90,0.8,0.8,0,0.5,1.23,2521,521.641
TILE_029,90,0.8,0.8,0,0.5,1.75,2055,433.476
TILE_030,90,0.8,0.8,0,0.5,12.22,1499,272.955
TILE_031,90,0.8,0.8,0,0.5,1.7,1878,429.577
TILE_032,90,0.8,0.8,0,0.5,1.42,1957,456.318
TILE_033,90,0.8,0.8,0,0.5,1.42,2115,447.111
TILE_034,90,0.8,0.8,0,0.5,1.42,2141,443.076
TILE_035,90,0.8,0.8,0,0.5,1.42,2000,450.299
TILE_036,90,0.8,0.8,0,0.5,1.37,2028,464.221
TILE_037,90,0.8,0.8,0,0.5,1.26,2213,485.376
TILE_038,90,0.8,0.8,0,0.5,1.26,2213,500.133
TILE_039,90,0.8,0.8,0,0.5,1.95,1801,411.101
TILE_040,90,0.8,0.8,0,0.5,13.26,1381,252.119
TILE_041,90,0.8,0.8,0,0.5,1.86,1905,408.819
TILE_042,90,0.8,0.8,0,0.5,1.53,2133,433.466
TILE_043,90,0.8,0.8,0,0.5,1.59,2202,425.881
TILE_044,90,0.8,0.8,0,0.5,1.64,2368,419.914
TILE_045,90,0.8,0.8,0,0.5,1.64,2163,425.323
TILE_046,90,0.8,0.8,0,0.5,1.48,2153,438.377
TILE_047,90,0.8,0.8,0,0.5,1.37,2199,461.356
TILE_048,90,0.8,0.8,0,0.5,1.34,2075,474.316
TILE_049,90,0.8,0.8,0,0.5,2.05,1566,389.188
TILE_050,90,0.8,0.8,0,0.5,14.25,1382,233.521
TILE_051,90,0.8,0.8,0,0.5,2,1859,392.1
TILE_052,90,0.8,0.8,0,0.5,1.78,2076,409.906
TILE_053,90,0.8,0.8,0,0.5,1.84,2194,402.753
TILE_054,90,0.8,0.8,0,0.5,1.92,2319,396.647
TILE_055,90,0.8,0.8,0,0.5,1.84,2106,397.468
TILE_056,90,0.8,0.8,0,0.5,1.73,2114,415.959
TILE_057,90,0.8,0.8,0,0.5,1.64,2227,438.779
TILE_058,90,0.8,0.8,0,0.5,1.42,2129,456.662
TILE_059,90,0.8,0.8,0,0.5,2.16,1545,373.951
TILE_060,90,0.8,0.8,0,0.5,14.79,1255,215.751
TILE_061,90,0.8,0.8,0,0.5,2.19,1690,362.884
TILE_062,90,0.8,0.8,0,0.5,2.11,1857,382.933
TILE_063,90,0.8,0.8,0,0.5,2.16,1983,370.119
TILE_064,90,0.8,0.8,0,0.5,2.16,2093,363.281
TILE_065,90,0.8,0.8,0,0.5,2.08,1880,367.609
TILE_066,90,0.8,0.8,0,0.5,1.97,1956,391.343
TILE_067,90,0.8,0.8,0,0.5,1.84,2112,419.535
TILE_068,90,0.8,0.8,0,0.5,1.67,2057,440.492
TILE_069,90,0.8,0.8,0,0.5,2.33,1552,360.967
TILE_070,90,0.8,0.8,0,0.5,18.36,1131,197.599
TILE_071,90,0.8,0.8,0,0.5,3.97,1438,324.086
TILE_072,90,0.8,0.8,0,0.5,2.58,1497,332.98
TILE_073,90,0.8,0.8,0,0.5,2.74,1494,325.694
TILE_074,90,0.8,0.8,0,0.5,2.74,1686,323.631
TILE_075,90,0.8,0.8,0,0.5,2.58,1548,330.334
TILE_076,90,0.8,0.8,0,0.5,2.3,1721,352.55
TILE_077,90,0.8,0.8,0,0.5,2.05,1944,384.39
TILE_078,90,0.8,0.8,0,0.5,1.89,1969,416.294
TILE_079,90,0.8,0.8,0,0.5,3.67,1472,347.091
TILE_080,90,0.8,0.8,0,0.5,24.55,892,159.402
TILE_081,90,0.8,0.8,0,0.5,9.73,1042,247.69
TILE_082,90,0.8,0.8,0,0.5,6.63,1151,271.725
TILE_083,90,0.8,0.8,0,0.5,5.37,1174,274.334
TILE_084,90,0.8,0.8,0,0.5,4.55,1384,279.333
TILE_085,90,0.8,0.8,0,0.5,4.16,1220,284.782
TILE_086,90,0.8,0.8,0,0.5,3.78,1274,307.099
TILE_087,90,0.8,0.8,0,0.5,3.21,1510,332.214
TILE_088,90,0.8,0.8,0,0.5,2.41,1707,366.767
TILE_089,90,0.8,0.8,0,0.5,5.84,1358,332.005
TILE_090,90,0.8,0.8,0,0.5,42.465,613.5,121.065
TILE_091,90,0.8,0.8,0,0.5,20.22,659,177.377
TILE_092,90,0.8,0.8,0,0.5,11.1,832,212.215
TILE_093,90,0.8,0.8,0,0.5,9.12,872,228.915
TILE_094,90,0.8,0.8,0,0.5,8.44,1093,236.904
TILE_095,90,0.8,0.8,0,0.5,8.08,957,243.417
TILE_096,90,0.8,0.8,0,0.5,7.42,945,254.451
TILE_097,90,0.8,0.8,0,0.5,7.15,1069,268.277
TILE_098,90,0.8,0.8,0,0.5,7.86,1031,268.766
TILE_099,90,0.8,0.8,0,0.5,17.89,769,203.675
TILE_000,90,0.2,0.2,0,0.8,49.26,680.5,144.008
TILE_001,90,0.2,0.2,0,0.8,22.25,931,202.081
TILE_002,90,0.2,0.2,0,0.8,21.86,1065,202.33
TILE_003,90,0.2,0.2,0,0.8,23.7,1004,189.678
TILE_004,90,0.2,0.2,0,0.8,27.18,946,174.337
TILE_005,90,0.2,0.2,0,0.8,32.93,873,160.671
TILE_006,90,0.2,0.2,0,0.8,41.73,772,137.944
TILE_007,90,0.2,0.2,0,0.8,55.95,688,115.933
TILE_008,90,0.2,0.2,0,0.8,76.41,596,91.413
TILE_009,90,0.2,0.2,0,0.8,84.66,515.5,71.739
TILE_010,90,0.2,0.2,0,0.8,13.23,1300,284.232
TILE_011,90,0.2,0.2,0,0.8,8.47,1808,326.05
TILE_012,90,0.2,0.2,0,0.8,9.32,1763,305.701
TILE_013,90,0.2,0.2,0,0.8,10.63,1647,294.663
TILE_014,90,0.2,0.2,0,0.8,11.75,1530,280.087
TILE_015,90,0.2,0.2,0,0.8,13.7,1424,257.125
TILE_016,90,0.2,0.2,0,0.8,18.99,1352,226.359
TILE_017,90,0.2,0.2,0,0.8,26.25,1207,189.069
TILE_018,90,0.2,0.2,0,0.8,45.04,981,140.896
TILE_019,90,0.2,0.2,0,0.8,68.05,816,104.712
TILE_020,90,0.2,0.2,0,0.8,8.27,1464,302.259
TILE_021,90,0.2,0.2,0,0.8,4.33,1882,375.053
TILE_022,90,0.2,0.2,0,0.8,4.25,1894,348.203
TILE_023,90,0.2,0.2,0,0.8,7.81,1700,319.158
TILE_024,90,0.2,0.2,0,0.8,9.64,1459,293.544
TILE_025,90,0.2,0.2,0,0.8,10.71,1247,268.784
TILE_026,90,0.2,0.2,0,0.8,12.66,1217,245.037
TILE_027,90,0.2,0.2,0,0.8,18.41,1135,216.653
TILE_028,90,0.2,0.2,0,0.8,28.47,1075,177.808
TILE_029,90,0.2,0.2,0,0.8,56.33,941,121.256
TILE_030,90,0.2,0.2,0,0.8,9.45,1211,304.219
TILE_031,90,0.2,0.2,0,0.8,2.6,1670,378.392
TILE_032,90,0.2,0.2,0,0.8,3.4,1888,353.995
TILE_033,90,0.2,0.2,0,0.8,5.51,1795,321.231
TILE_034,90,0.2,0.2,0,0.8,7.42,1682,290.732
TILE_035,90,0.2,0.2,0,0.8,8.74,1552,270.108
TILE_036,90,0.2,0.2,0,0.8,11.15,1481,252.919
TILE_037,90,0.2,0.2,0,0.8,13.53,1259,236.672
TILE_038,90,0.2,0.2,0,0.8,21.86,1061,198.303
TILE_039,90,0.2,0.2,0,0.8,48.16,927,128.971
TILE_040,90,0.2,0.2,0,0.8,10.14,1186,298.868
TILE_041,90,0.2,0.2,0,0.8,3.01,1635,375.695
TILE_042,90,0.2,0.2,0,0.8,3.32,1854,352.637
TILE_043,90,0.2,0.2,0,0.8,5.53,1741,320.251
TILE_044,90,0.2,0.2,0,0.8,6.85,1734,289.321
TILE_045,90,0.2,0.2,0,0.8,9.01,1670,275.742
TILE_046,90,0.2,0.2,0,0.8,11.01,1731,263.005
TILE_047,90,0.2,0.2,0,0.8,12.88,1590,252.546
TILE_048,90,0.2,0.2,0,0.8,17.62,1363,215.845
TILE_049,90,0.2,0.2,0,0.8,44.71,1081,128.046
TILE_050,90,0.2,0.2,0,0.8,10.71,1187,296.888
TILE_051,90,0.2,0.2,0,0.8,3.86,1621,370.316
TILE_052,90,0.2,0.2,0,0.8,4.22,1868,344.234
TILE_053,90,0.2,0.2,0,0.8,6.14,1780,308.394
TILE_054,90,0.2,0.2,0,0.8,7.75,1741,282.549
TILE_055,90,0.2,0.2,0,0.8,9.1,1642,266.527
TILE_056,90,0.2,0.2,0,0.8,11.04,1692,253.574
TILE_057,90,0.2,0.2,0,0.8,14.16,1549,246.134
TILE_058,90,0.2,0.2,0,0.8,19.95,1313,207.808
TILE_059,90,0.2,0.2,0,0.8,46.08,1030,123.413
TILE_060,90,0.2,0.2,0,0.8,10.82,1200,291.448
TILE_061,90,0.2,0.2,0,0.8,4.47,1631,363.029
TILE_062,90,0.2,0.2,0,0.8,5.45,1885,331.328
TILE_063,90,0.2,0.2,0,0.8,6.74,1818,295.014
TILE_064,90,0.2,0.2,0,0.8,10.47,1642,263.444
TILE_065,90,0.2,0.2,0,0.8,12.66,1523,240.288
TILE_066,90,0.2,0.2,0,0.8,13.26,1422,228.187
TILE_067,90,0.2,0.2,0,0.8,17.07,1247,217.119
TILE_068,90,0.2,0.2,0,0.8,23.81,1043,182.826
TILE_069,90,0.2,0.2,0,0.8,55.95,860,116.633
TILE_070,90,0.2,0.2,0,0.8,11.23,1203,289.567
TILE_071,90,0.2,0.2,0,0.8,5.67,1630,344.698
TILE_072,90,0.2,0.2,0,0.8,7.18,1796,310.278
TILE_073,90,0.2,0.2,0,0.8,8.93,1606,265.87
TILE_074,90,0.2,0.2,0,0.8,13.01,1359,236.747
TILE_075,90,0.2,0.2,0,0.8,16.44,1209,214.153
TILE_076,90,0.2,0.2,0,0.8,20.11,1096,196.215
TILE_077,90,0.2,0.2,0,0.8,23.64,1012,177.975
TILE_078,90,0.2,0.2,0,0.8,37.1,866,149.093
TILE_079,90,0.2,0.2,0,0.8,65.29,706,102.552
TILE_080,90,0.2,0.2,0,0.8,14.27,1127,273.756
TILE_081,90,0.2,0.2,0,0.8,9.89,1411,302.86
TILE_082,90,0.2,0.2,0,0.8,11.15,1362,265.571
TILE_083,90,0.2,0.2,0,0.8,13.07,1182,230.687
TILE_084,90,0.2,0.2,0,0.8,18.36,1069,202.504
TILE_085,90,0.2,0.2,0,0.8,23.45,957,179.09
TILE_086,90,0.2,0.2,0,0.8,28.16,830,162.296
TILE_087,90,0.2,0.2,0,0.8,35.53,766,139.077
TILE_088,90,0.2,0.2,0,0.8,55.81,665,113.891
TILE_089,90,0.2,0.2,0,0.8,79.75,486,88.34
TILE_090,90,0.2,0.2,0,0.8,42.49,633,152.833
TILE_091,90,0.2,0.2,0,0.8,20.03,781,213.12
TILE_092,90,0.2,0.2,0,0.8,19.12,921,207.179
TILE_093,90,0.2,0.2,0,0.8,21.97,864,190.117
TILE_094,90,0.2,0.2,0,0.8,25.84,790,168.935
TILE_095,90,0.2,0.2,0,0.8,31.92,685,150.359
TILE_096,90,0.2,0.2,0,0.8,38.66,538,129.124
TILE_097,90,0.2,0.2,0,0.8,53.86,561,112.772
TILE_098,90,0.2,0.2,0,0.8,74.99,533,93.618
TILE_099,90,0.2,0.2,0,0.8,84.16,414,75.773
TILE_000,90,0.5,0.2,0,0.8,35.935,834.5,160.734
TILE_001,90,0.5,0.2,0,0.8,14.38,1258,246.108
TILE_002,90,0.5,0.2,0,0.8,12.08,1563,274.758
TILE_003,90,0.5,0.2,0,0.8,12.6,1556,267.327
TILE_004,90,0.5,0.2,0,0.8,14.44,1506,252.142
TILE_005,90,0.5,0.2,0,0.8,16.96,1434,236.159
TILE_006,90,0.5,0.2,0,0.8,20.66,1318,216.584
TILE_007,90,0.5,0.2,0,0.8,27.45,1187,192.786
TILE_008,90,0.5,0.2,0,0.8,44.66,941,139.075
TILE_009,90,0.5,0.2,0,0.8,74.52,669,94.916
TILE_010,90,0.5,0.2,0,0.8,5.23,1618,338.26
TILE_011,90,0.5,0.2,0,0.8,2.14,2120,402.879
TILE_012,90,0.5,0.2,0,0.8,2.11,2085,401.67
TILE_013,90,0.5,0.2,0,0.8,2.25,1975,397.764
TILE_014,90,0.5,0.2,0,0.8,2.96,1951,386.565
TILE_015,90,0.5,0.2,0,0.8,4.33,1837,368.603
TILE_016,90,0.5,0.2,0,0.8,8.11,1663,333.297
TILE_017,90,0.5,0.2,0,0.8,12.38,1496,288.744
TILE_018,90,0.5,0.2,0,0.8,21.15,1296,221.971
TILE_019,90,0.5,0.2,0,0.8,41.86,1110,162.644
TILE_020,90,0.5,0.2,0,0.8,2.96,1605,354.46
TILE_021,90,0.5,0.2,0,0.8,1.78,2084,434.211
TILE_022,90,0.5,0.2,0,0.8,1.78,2169,421.529
TILE_023,90,0.5,0.2,0,0.8,1.81,1945,396.798
TILE_024,90,0.5,0.2,0,0.8,2.11,1713,374.725
TILE_025,90,0.5,0.2,0,0.8,2.41,1518,355.497
TILE_026,90,0.5,0.2,0,0.8,5.26,1457,326.096
TILE_027,90,0.5,0.2,0,0.8,10.05,1389,298.136
TILE_028,90,0.5,0.2,0,0.8,14.85,1259,243.153
TILE_029,90,0.5,0.2,0,0.8,30.16,1084,177.22
TILE_030,90,0.5,0.2,0,0.8,3.23,1323,343.939
TILE_031,90,0.5,0.2,0,0.8,1.81,1737,422.571
TILE_032,90,0.5,0.2,0,0.8,1.81,1917,403.676
TILE_033,90,0.5,0.2,0,0.8,2.05,1795,377.721
TILE_034,90,0.5,0.2,0,0.8,2.11,1682,351.884
TILE_035,90,0.5,0.2,0,0.8,2.38,1552,328.941
TILE_036,90,0.5,0.2,0,0.8,4.05,1481,311.921
TILE_037,90,0.5,0.2,0,0.8,9.48,1259,292.59
TILE_038,90,0.5,0.2,0,0.8,13.92,1108,249.333
TILE_039,90,0.5,0.2,0,0.8,27.84,1018,171.606
TILE_040,90,0.5,0.2,0,0.8,4.85,1186,333.136
TILE_041,90,0.5,0.2,0,0.8,1.84,1635,409.652
TILE_042,90,0.5,0.2,0,0.8,1.97,1854,389.477
TILE_043,90,0.5,0.2,0,0.8,2.66,1741,360.231
TILE_044,90,0.5,0.2,0,0.8,2.36,1734,334.354
TILE_045,90,0.5,0.2,0,0.8,3.34,1670,315.069
TILE_046,90,0.5,0.2,0,0.8,4.66,1731,306.195
TILE_047,90,0.5,0.2,0,0.8,8.96,1590,294.61
TILE_048,90,0.5,0.2,0,0.8,13.92,1363,250.881
TILE_049,90,0.5,0.2,0,0.8,28.66,1081,161.839
TILE_050,90,0.5,0.2,0,0.8,5.92,1187,320.477
TILE_051,90,0.5,0.2,0,0.8,2.6,1621,397.119
TILE_052,90,0.5,0.2,0,0.8,2.99,1868,373.348
TILE_053,90,0.5,0.2,0,0.8,3.12,1780,342.223
TILE_054,90,0.5,0.2,0,0.8,4.11,1741,314.988
TILE_055,90,0.5,0.2,0,0.8,5.01,1642,299.745
TILE_056,90,0.5,0.2,0,0.8,5.92,1692,287.762
TILE_057,90,0.5,0.2,0,0.8,10.3,1549,275.39
TILE_058,90,0.5,0.2,0,0.8,14.36,1313,238.931
TILE_059,90,0.5,0.2,0,0.8,30.99,1030,147.953
TILE_060,90,0.5,0.2,0,0.8,6.88,1200,314.716
TILE_061,90,0.5,0.2,0,0.8,3.62,1631,384.144
TILE_062,90,0.5,0.2,0,0.8,3.97,1885,353.107
TILE_063,90,0.5,0.2,0,0.8,4.68,1818,321.637
TILE_064,90,0.5,0.2,0,0.8,5.7,1642,292.56
TILE_065,90,0.5,0.2,0,0.8,7.12,1523,268.78
TILE_066,90,0.5,0.2,0,0.8,9.04,1422,254.866
TILE_067,90,0.5,0.2,0,0.8,13.18,1247,241.539
TILE_068,90,0.5,0.2,0,0.8,17.56,1043,206.846
TILE_069,90,0.5,0.2,0,0.8,36.99,860,136.499
TILE_070,90,0.5,0.2,0,0.8,8.44,1203,304.817
TILE_071,90,0.5,0.2,0,0.8,4.41,1630,366.405
TILE_072,90,0.5,0.2,0,0.8,5.21,1796,330.127
TILE_073,90,0.5,0.2,0,0.8,6.88,1606,292.369
TILE_074,90,0.5,0.2,0,0.8,9.21,1359,257.532
TILE_075,90,0.5,0.2,0,0.8,10.16,1209,234.056
TILE_076,90,0.5,0.2,0,0.8,14.03,1096,217.677
TILE_077,90,0.5,0.2,0,0.8,17.21,1012,201.344
TILE_078,90,0.5,0.2,0,0.8,24.3,866,169.494
TILE_079,90,0.5,0.2,0,0.8,49.29,706,122.711
TILE_080,90,0.5,0.2,0,0.8,11.59,1127,288.583
TILE_081,90,0.5,0.2,0,0.8,6.38,1411,320.426
TILE_082,90,0.5,0.2,0,0.8,8,1362,281.007
TILE_083,90,0.5,0.2,0,0.8,10.05,1182,246.983
TILE_084,90,0.5,0.2,0,0.8,12.85,1069,222.65
TILE_085,90,0.5,0.2,0,0.8,16.85,957,201.516
TILE_086,90,0.5,0.2,0,0.8,20.41,830,179.732
TILE_087,90,0.5,0.2,0,0.8,24.82,766,159.968
TILE_088,90,0.5,0.2,0,0.8,39.26,665,131.439
TILE_089,90,0.5,0.2,0,0.8,64.77,486,103.112
TILE_090,90,0.5,0.2,0,0.8,30.765,633,167.555
TILE_091,90,0.5,0.2,0,0.8,14.79,781,228.549
TILE_092,90,0.5,0.2,0,0.8,14.16,921,223.209
TILE_093,90,0.5,0.2,0,0.8,16.85,864,205.409
TILE_094,90,0.5,0.2,0,0.8,19.7,790,188.423
TILE_095,90,0.5,0.2,0,0.8,23.29,685,166.99
TILE_096,90,0.5,0.2,0,0.8,27.12,538,148.678
TILE_097,90,0.5,0.2,0,0.8,36.41,561,130.283
TILE_098,90,0.5,0.2,0,0.8,57.07,533,108.231
TILE_099,90,0.5,0.2,0,0.8,77.065,414,90.484
TILE_000,90,0.8,0.2,0,0.8,15.56,1462,262.382
TILE_001,90,0.8,0.2,0,0.8,2.14,2075,416.317
TILE_002,90,0.8,0.2,0,0.8,1.86,2424,432.303
TILE_003,90,0.8,0.2,0,0.8,2.14,2396,422.036
TILE_004,90,0.8,0.2,0,0.8,2.88,2339,406.463
TILE_005,90,0.8,0.2,0,0.8,3.23,2271,389.557
TILE_006,90,0.8,0.2,0,0.8,3.92,2162,373.338
TILE_007,90,0.8,0.2,0,0.8,5.78,2058,352.818
TILE_008,90,0.8,0.2,0,0.8,12.05,1758,315.277
TILE_009,90,0.8,0.2,0,0.8,27.59,1248.5,202.69
TILE_010,90,0.8,0.2,0,0.8,2.03,1840,415.023
TILE_011,90,0.8,0.2,0,0.8,1.4,2347,487.737
TILE_012,90,0.8,0.2,0,0.8,1.4,2289,481.872
TILE_013,90,0.8,0.2,0,0.8,1.4,2249,470.731
TILE_014,90,0.8,0.2,0,0.8,1.42,2277,454.397
TILE_015,90,0.8,0.2,0,0.8,1.48,2175,435.551
TILE_016,90,0.8,0.2,0,0.8,1.7,1979,413.321
TILE_017,90,0.8,0.2,0,0.8,2.96,1750,378.174
TILE_018,90,0.8,0.2,0,0.8,9.07,1558,317.483
TILE_019,90,0.8,0.2,0,0.8,15.56,1379,242.848
TILE_020,90,0.8,0.2,0,0.8,1.95,1800,408.53
TILE_021,90,0.8,0.2,0,0.8,1.4,2304,492.514
TILE_022,90,0.8,0.2,0,0.8,1.4,2340,474.767
TILE_023,90,0.8,0.2,0,0.8,1.42,2209,449.201
TILE_024,90,0.8,0.2,0,0.8,1.48,1900,425.801
TILE_025,90,0.8,0.2,0,0.8,1.78,1699,406.011
TILE_026,90,0.8,0.2,0,0.8,1.81,1705,381.98
TILE_027,90,0.8,0.2,0,0.8,3.48,1576,356.968
TILE_028,90,0.8,0.2,0,0.8,9.89,1422,303.337
TILE_029,90,0.8,0.2,0,0.8,15.45,1277,229.496
TILE_030,90,0.8,0.2,0,0.8,2.11,1443,385.454
TILE_031,90,0.8,0.2,0,0.8,1.4,1838,466.421
TILE_032,90,0.8,0.2,0,0.8,1.45,1978,447.714
TILE_033,90,0.8,0.2,0,0.8,1.48,1847,418.485
TILE_034,90,0.8,0.2,0,0.8,1.75,1682,390.598
TILE_035,90,0.8,0.2,0,0.8,1.84,1568,370.836
TILE_036,90,0.8,0.2,0,0.8,2.25,1529,357.869
TILE_037,90,0.8,0.2,0,0.8,3.67,1351,338.022
TILE_038,90,0.8,0.2,0,0.8,10.33,1234,293.47
TILE_039,90,0.8,0.2,0,0.8,17.15,1141,208.327
TILE_040,90,0.8,0.2,0,0.8,3.04,1216,362.97
TILE_041,90,0.8,0.2,0,0.8,1.48,1635,438.757
TILE_042,90,0.8,0.2,0,0.8,1.53,1854,420.036
TILE_043,90,0.8,0.2,0,0.8,1.78,1741,388.412
TILE_044,90,0.8,0.2,0,0.8,2.03,1734,365.352
TILE_045,90,0.8,0.2,0,0.8,2.19,1670,345.573
TILE_046,90,0.8,0.2,0,0.8,2.27,1731,333.933
TILE_047,90,0.8,0.2,0,0.8,4.11,1590,324.12
TILE_048,90,0.8,0.2,0,0.8,11.26,1363,284.974
TILE_049,90,0.8,0.2,0,0.8,19.73,1121,190.759
TILE_050,90,0.8,0.2,0,0.8,3.92,1187,344.756
TILE_051,90,0.8,0.2,0,0.8,1.59,1621,421.285
TILE_052,90,0.8,0.2,0,0.8,1.84,1868,398.002
TILE_053,90,0.8,0.2,0,0.8,2.08,1780,367.249
TILE_054,90,0.8,0.2,0,0.8,2.63,1741,339.858
TILE_055,90,0.8,0.2,0,0.8,2.66,1642,322.099
TILE_056,90,0.8,0.2,0,0.8,3.86,1692,314.382
TILE_057,90,0.8,0.2,0,0.8,6.3,1549,301.96
TILE_058,90,0.8,0.2,0,0.8,13.01,1313,261.498
TILE_059,90,0.8,0.2,0,0.8,24.49,1030,176.89
TILE_060,90,0.8,0.2,0,0.8,4.68,1200,334.848
TILE_061,90,0.8,0.2,0,0.8,2.44,1631,404.847
TILE_062,90,0.8,0.2,0,0.8,2.68,1885,376.001
TILE_063,90,0.8,0.2,0,0.8,3.48,1818,340.623
TILE_064,90,0.8,0.2,0,0.8,4.44,1642,312.204
TILE_065,90,0.8,0.2,0,0.8,5.32,1523,288.687
TILE_066,90,0.8,0.2,0,0.8,6.08,1422,277.23
TILE_067,90,0.8,0.2,0,0.8,9.26,1247,261.683
TILE_068,90,0.8,0.2,0,0.8,14.11,1043,228.146
TILE_069,90,0.8,0.2,0,0.8,27.7,860,155.763
TILE_070,90,0.8,0.2,0,0.8,5.95,1203,323.905
TILE_071,90,0.8,0.2,0,0.8,3.73,1630,383.829
TILE_072,90,0.8,0.2,0,0.8,3.97,1796,347.355
TILE_073,90,0.8,0.2,0,0.8,4.93,1606,306.297
TILE_074,90,0.8,0.2,0,0.8,6.25,1359,278.542
TILE_075,90,0.8,0.2,0,0.8,7.67,1209,254.219
TILE_076,90,0.8,0.2,0,0.8,9.59,1096,235.534
TILE_077,90,0.8,0.2,0,0.8,14.16,1012,219.029
TILE_078,90,0.8,0.2,0,0.8,19.37,866,186.914
TILE_079,90,0.8,0.2,0,0.8,35.01,706,137.741
TILE_080,90,0.8,0.2,0,0.8,8.58,1127,304.662
TILE_081,90,0.8,0.2,0,0.8,5.18,1411,337.435
TILE_082,90,0.8,0.2,0,0.8,6.05,1362,299.586
TILE_083,90,0.8,0.2,0,0.8,7.4,1182,266.063
TILE_084,90,0.8,0.2,0,0.8,8.82,1069,241.649
TILE_085,90,0.8,0.2,0,0.8,11.86,957,217.638
TILE_086,90,0.8,0.2,0,0.8,16.08,830,196.409
